museo	nazione	licenza	tipo	anno	nopere
Hedrum Historielag	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Herzog August Bibliothek	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Hrvatska akademija znanosti i umjetnosti, Zagreb, Hrvatska	croatia	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2
Igor Kontsov, private collection, Estonia	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	2
Jærmuseet, Norway	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
Kerkfabriek Onze-Lieve-Vrouw Geboorte, Donk	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2
The Regional Archives in Uppsala	sweden	http://www.europeana.eu/rights/rr-p/	TEXT	2014	28428
Knut Skinnarland kunstsamling	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	2
Kulturtorvet i Lindesnes	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	2
Lauvlia, Th.Kittelsens Kunstnerhjem i Sigdal	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2
Lokalhistorisk arkiv, Lærdal kulturkontor	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Lokalhistorisk arkiv, Lærdal kulturkontor	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
MIT Libraries (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Malmö Konstmuseum	sweden	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2015	2
Midsund Slekt og Historielag	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	2
Moss bibliotek	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Moss bibliotek	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Museum De Trije Gritenijen, The Netherlands	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
Museum Jannink, The Netherlands	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
Työväen Arkisto	finland	http://www.europeana.eu/rights/rr-r/	IMAGE	2015	27820
Työväen Arkisto	finland	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Museum Vest avd. Nordsjøfartmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Museum Vest avd. Nordsjøfartmuseet	norway	http://www.europeana.eu/rights/rr-f/	SOUND	2014	1
Møre og Romsdal fylke	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Møre og Romsdal fylke	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
National Heritage Institute	czech republic	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2
National Library of Finland, Finland	europe	http://creativecommons.org/licenses/by/4.0/	IMAGE	2014	2
National Museum in Krakow	poland	http://creativecommons.org/licenses/by/4.0/	IMAGE	2016	2
Nordvegen Historiesenter, Avaldsnes	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	2
Norsk filminstitutt	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2
Oppland fylkesbibliotek	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Oppland fylkesbibliotek	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Oslo lysverker / Oslo Energi	norway	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2015	2
Private collection, Belgium V	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
Vänermuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	27148
Vänermuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	168
Vänermuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	35
Randsfjordmuseene	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	2
Regis - University of Toronto (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
STAM Gent, Belgium	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
Sametinget	norway	http://creativecommons.org/licenses/by-sa/3.0/	VIDEO	2014	1
Sametinget	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
School of Theology, Boston University (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Scottish National Portrait Gallery	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	2
Sogn og Fjordane Kunstmuseum; Sogn og Fjordane	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Stadtmuseum Münster, Germany	europe	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	2
Statsarkivet i Hamar	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Statsarkivet i Tromsø	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Statsarkivet i Tromsø	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Museum für Naturkunde Berlin	germany	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	12068
Museum für Naturkunde Berlin	germany	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	2244
Museum für Naturkunde Berlin	germany	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	2893
Museum für Naturkunde Berlin	germany	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	4501
Museum für Naturkunde Berlin	germany	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	1
Talent Factory, Grenland	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Talent Factory, Grenland	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	1
The British Museum	united kingdom	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
The British Museum	united kingdom	http://creativecommons.org/licenses/by-nc-sa/4.0	IMAGE	2016	1
The Moravian Gallery in Brno	czech republic	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	2
The National Gallery	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0	IMAGE	2016	2
Tromsø Museum, Universitetet i Tromsø	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Tromsø Museum, Universitetet i Tromsø	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Tufts University (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
University of North Carolina at Chapel Hill (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2
Vanylven Kommune	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Vanylven Kommune	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
europeana:dataProvider	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1
europeana:dataProvider	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
sigledal.org - portal slovenskega gledališča	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
sigledal.org - portal slovenskega gledališča	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Biblioteka Cyfrowa Ośrodka KARTA	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	24266
Biblioteka Cyfrowa Ośrodka KARTA	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2694
Геокад 93 ЕООД	bulgaria	http://creativecommons.org/licenses/by/3.0/	VIDEO	2014	1
Геокад 93 ЕООД	bulgaria	http://creativecommons.org/licenses/by/3.0/	VIDEO	2015	1
AS Kristiania Elektriske Sporvei	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1
Alte Pinakothek, Munich	germany	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Andøy Kommune/ Nordland Fylke/Statens Veivesen	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2014	1
Andøy Kommune/Nordland Fylke /Statens Veivesen	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2013	1
Andøy kommune/Nordland Fylke/ Statens Veivesen	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2013	1
Archivi delle arti applicate italiane del XX secolo 	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Arild Gulbrandsen	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Arquivo Nacional da Torre do Tombo, Lisboa	portugal	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	1
Asker Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Biblioteca Digital de Castilla-La Mancha	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	26942
Aurskog-Høland Bygdetun	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Avistegnernes hus, Museene i Akershus	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
BODØGAARD - kunst & kultur	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Berlinische Galerie, Landesmuseum für moderne Kunst, Fotografie und Architektur	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Biblioteca Histórica de Santa Cruz	spain	http://creativecommons.org/licenses/by-nc-nd/4.0/ 	TEXT	2016	1
Biblioteca Nacional de Portugal	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2016	1
Biblioteca universitaria di Padova	italy	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
Bibliothèque de Valenciennes, France	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Birmingham Museum and Art Gallery	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Bonnefantenmuseum Maastricht	netherlands	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-r/	IMAGE	2015	22499
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	161
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-r/	VIDEO	2015	15
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	25
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3985
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	SOUND	2015	143
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	SOUND	2014	33
Schweizerisches Sozialarchiv	switzerland	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	5
Bornholms Kunstmuseum	denmark	http://creativecommons.org/licenses/by-sa/4.0/	IMAGE	2015	1
Buskerud Fylkesbibliotek	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Byhistorisk samling; Oslo Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1
Bøker i Bø	norway	http://creativecommons.org/licenses/by/3.0/	TEXT	2015	1
Carlos G. Vertanessian Collection	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	1
Bodleian Libraries, University of Oxford	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2014	258127
Bodleian Libraries, University of Oxford	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2014	91977
Bodleian Libraries, University of Oxford	united kingdom	http://www.europeana.eu/rights/unknown/	TEXT	2014	1100
Bodleian Libraries, University of Oxford	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	8
Centre Pompidou - Musée national d'art moderne - Centre de création industrielle	france	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
Centro Documental de la Memoria Histórica	spain	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2016	1
Church of St. Francis of Assisi, Kraków	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Château de Versailles et Trianon	france	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
Collectie Jan Weijers, The Netherlands	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1
Nord-Troms Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3
Nord-Troms Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	1
Nord-Troms Museum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	26505
Nord-Troms Museum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	116
Nord-Troms Museum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2016	72
Crnogorska Kinoteka	croatia	http://creativecommons.org/publicdomain/mark/1.0/	VIDEO	2016	1
DHS Sogn Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Den Gamlem By	denmark	http://creativecommons.org/licenses/by-nc-nd/1.0/	IMAGE	2015	1
Derby Museum and Art Gallery	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0	IMAGE	2016	1
Digitalna knjižnica Slovenije	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Dovrefjell nasjonalparkstyre	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2014	1
Education Centre Library, Nipissing University/ Canadore College (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Eiker Arkiv	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Espoo City Museum, Finland	europe	http://creativecommons.org/licenses/by-nd/4.0/	IMAGE	2015	1
Europeana Office	europe	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	1
Fondazione BEIC	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	6474
Fondazione BEIC	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	18595
Fondazione BEIC	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	SOUND	2016	26
Fondazione BEIC	italy	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	1276
Europeana Remix	europe	http://creativecommons.org/licenses/by-sa/3.0/us/	VIDEO	2015	1
Felixarchief Antwerpen, Belgium	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	1
Folkemusikkarkivet for Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Folkenborg museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Follo Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Fondazione Scienza e Tecnica di Firenze (FST), Italy	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	1
Fondo Natalucci/Rocchetti, Italy	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	1
Forsvarsbygg	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	1
Foundation Hartung Bergman	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Fylkesbiblioteket i Møre og Romsdal	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
The Jewish Museum of Greece	greece	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	26206
Gainsborough's House	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0	IMAGE	2016	1
Gamvik Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Gemeentelijke Archiefdienst Maastricht, The Netherlands	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	1
Geologisches und Mineralogisches Museum der Universität Kiel Institut für Geowissenschaften der CAU Kiel	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Gratangen historielag	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2013	1
Groeninge Museum	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Haapsalu and Läänemaa Museums, Estonia	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Halti kvenkultursenter	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Hamarøy historielag	norway	http://creativecommons.org/licenses/by-sa/3.0/	VIDEO	2014	1
Helgeland Museum, avd. Hemnes	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Accademia Nazionale di Santa Cecilia	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5000
Accademia Nazionale di Santa Cecilia	italy	http://www.europeana.eu/rights/rr-r/	SOUND	2015	21051
Hessisches Landesmuseum Darmstadt, Germany	europe	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2015	1
Hjelmeland bygdemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Hrvatski muzej naivne umjetnosti, Zagreb, Hrvatska	croatia	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Høgskolen i Oslo og Akershus	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	1
Høgskulen i Sogn og Fjordane	norway	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2015	1
Igreja de S. Roque, Lisboa	portugal	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Institut Valencià de l’Audiovisual i de la Cinematografia ‘Ricardo Muñoz Suay’	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2016	1
Interkommunalt arkiv Troms IKS	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Israel Museum, Jerusalem	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Jarlsberg historielag	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Statens Museum for Kunst	denmark	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	25756
Statens Museum for Kunst	denmark	http://creativecommons.org/publicdomain/zero/1.0/ 	IMAGE	2015	1
Joint Committee on Taxation, US Congress (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Kerkfabriek Sint-Aldegondis, Kleine-Spouwen	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Kerkfabriek Sint-Lambertus, 's Gravenvoeren	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Kirkevergen	norway	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2015	1
Kode Art Museum of Bergen 	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Kongsberg våpen og industrihistoriske samling Gjenstand	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Kragerø og Skåtøy Historielag	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Kulturlandskapssenteret i Telemark	norway	http://creativecommons.org/licenses/by-nd/3.0/	VIDEO	2014	1
Kulturno društvo Pekre-Limbuš	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2015	1
Kurmo Konsa, private collection, Estonia	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	1
Confederazione Generale Italiana del Lavoro	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6875
Confederazione Generale Italiana del Lavoro	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	18767
L Morrison	europe	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Lavangen Skole - 9. Klasse 2015	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	1
Lavangen skole - 9.klasse 2015	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	1
Liberalisme	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	1
Limburgs Platform Roemeniëwerkingen vzw	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Lofotr Viking Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
"M. K. Čiurlionis National Museum of Art
"	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1
Maison de Balzac, France	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	1
Margit Liens samlinger	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1
Marker Bibliotek	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Ubi erat lupa	austria	http://www.europeana.eu/rights/rr-f/	TEXT	2016	169
Ubi erat lupa	austria	http://www.europeana.eu/rights/rr-f/	TEXT	2015	14606
Ubi erat lupa	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	10617
Ubi erat lupa	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	212
Memoar.no	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2015	1
Metalwork Collection Victoria and Albert Museum	united kingdom	http://creativecommons.org/licenses/by-nc/3.0/	_3D	2013	1
Moderna Galerija, Projekt DCA  	slovenia	http://creativecommons.org/licenses/by/4.0/	IMAGE	2016	1
Monica Tollet-Nymark Collection, Finland	europe	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	1
Moskee Al Ihsaan Leuven vzw	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Museen Böttcherstraße, Paula Modersohn-Becker Museum, Bremen 	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
Museene for Kystkultur og Gjenreisning i Finnmark IKS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Museo Nacional y Centro de Investigación de Altamira	spain	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
